id,url,browser,browser_version,engine,engine_version,os,os_version,created
5e5afbd74cd4540017b96ee7,/,Chrome Headless,79.0.3945.0,Blink,79.0.3945.0,Linux,x86_64,2020-03-01T00:03:35.853Z
5e5b0b7d4cd4540017b96eea,/blog/ken-burns-hero-image/,Chrome,80.0.3987.122,Blink,80.0.3987.122,Mac OS,10.15.3,2020-03-01T01:10:21.363Z
5e5b83034cd4540017b96f04,/,Chrome,80.0.3987.116,Blink,80.0.3987.116,Mac OS,10.12.6,2020-03-01T09:40:19.305Z
5e5b83214cd4540017b96f05,/cv/,Chrome,80.0.3987.116,Blink,80.0.3987.116,Mac OS,10.12.6,2020-03-01T09:40:49.298Z
5e5c3a6e4cd4540017b96f2f,/blog/dom-intro/,Mobile Safari,13.0.5,WebKit,605.1.15,iOS,13.3.1,2020-03-01T22:42:54.249Z
