id,url,browser,browser_version,engine,engine_version,os,os_version,created
604d5fc0c2779f0015e75c30,/blog/diy-analytics-netlify-functions/,Firefox,86.0,Gecko,86.0,Linux,x86_64,2021-03-14T00:58:40.174Z
604d53d1c2779f0015e75bb2,/,Chrome,86.0.4240.0,Blink,86.0.4240.0,Linux,x86_64,2021-03-14T00:07:45.177Z
604d44fec2779f0015e75b16,/blog/first-class-functions/,Chrome,89.0.4389.82,Blink,89.0.4389.82,Mac OS,11.2.1,2021-03-13T23:04:30.665Z
604d44a8c2779f0015e75b06,/blog/dom-intro/,Chrome,89.0.4389.82,Blink,89.0.4389.82,Mac OS,11.2.1,2021-03-13T23:03:04.614Z
604d3edcc2779f0015e75acb,/blog/diy-analytics-netlify-functions/,Edge,89.0.774.50,Blink,89.0.4389.82,Windows,10,2021-03-13T22:38:20.300Z
604d358bc2779f0015e75a57,/blog/,Chrome,88.0.4324.192,Blink,88.0.4324.192,Mac OS,10.14.6,2021-03-13T21:58:35.384Z
604d3589c2779f0015e75a56,/,Chrome,88.0.4324.192,Blink,88.0.4324.192,Mac OS,10.14.6,2021-03-13T21:58:33.682Z
604d3523c2779f0015e75a54,/blog/diy-analytics-netlify-functions/,Firefox,86.0,Gecko,86.0,Linux,x86_64,2021-03-13T21:56:51.639Z
604d3442c2779f0015e75a52,/blog/diy-analytics-netlify-functions/,Firefox,86.0,Gecko,86.0,Linux,x86_64,2021-03-13T21:53:06.622Z
604d3430c2779f0015e75a51,/blog/,Firefox,86.0,Gecko,86.0,Linux,x86_64,2021-03-13T21:52:48.113Z
604d32efc2779f0015e75a40,/blog/diy-analytics-netlify-functions/,Firefox,86.0,Gecko,86.0,Linux,x86_64,2021-03-13T21:47:27.056Z
604d1440c2779f0015e75928,/blog/we-dont-need-servers/,Chrome,89.0.4389.82,Blink,89.0.4389.82,Mac OS,10.14.6,2021-03-13T19:36:32.945Z
604cf3bcc2779f0015e7576a,/,Chrome,88.0.4324.192,Blink,88.0.4324.192,Mac OS,10.14.6,2021-03-13T17:17:48.433Z
604cf3b2c2779f0015e75769,/blog/diy-analytics-netlify-functions/,Chrome,85.0.4183.121,Blink,85.0.4183.121,Linux,x86_64,2021-03-13T17:17:38.761Z
604ce6cfc2779f0015e756dc,/blog/responsive-css-for-beginners/,Chrome,88.0.4324.192,Blink,88.0.4324.192,Mac OS,10.14.6,2021-03-13T16:22:39.620Z
604ce6cec2779f0015e756db,/,Chrome,88.0.4324.192,Blink,88.0.4324.192,Mac OS,10.14.6,2021-03-13T16:22:38.812Z
