id,url,browser,browser_version,engine,engine_version,os,os_version,created
5e4781d18068420017fb45a3,/blog/react-ui-testing/,Chromium,80.0.3987.87,Blink,80.0.3987.87,Ubuntu,,2020-02-15T05:29:53.791Z
5e47d1298068420017fb45b2,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:08:25.845Z
5e47d1328068420017fb45b3,/blog/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:08:34.221Z
5e47d1348068420017fb45b4,/cv/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:08:36.621Z
5e47d15f8068420017fb45b5,/blog/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:09:19.875Z
5e47d1618068420017fb45b6,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:09:21.005Z
5e47dc678068420017fb45b7,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T11:56:23.656Z
5e47df498068420017fb45b8,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T12:08:41.093Z
5e47e6968068420017fb45bb,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T12:39:50.434Z
5e47e6a78068420017fb45bc,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T12:40:07.074Z
5e47e6b48068420017fb45bd,/blog/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T12:40:20.203Z
5e47e6bb8068420017fb45be,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T12:40:27.260Z
5e47f0d88068420017fb45c0,/,Chrome,79.0.3945.130,Blink,79.0.3945.130,Mac OS,10.15.2,2020-02-15T13:23:36.910Z
5e482d2c8068420017fb45cc,/blog/minimum-viable-graphql-concepts/,Android Browser,4.0,Blink,80.0.3987.99,Android,9,2020-02-15T17:41:00.718Z
