id,url,browser,browser_version,engine,engine_version,os,os_version,created
606f9fc811858f001584ccae,/,Chrome,86.0.4240.0,Blink,86.0.4240.0,Linux,x86_64,2021-04-09T00:28:56.513Z
606f4c2311858f001584c9a1,/cv/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,11.2.1,2021-04-08T18:32:03.054Z
606f4c1f11858f001584c9a0,/blog/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,11.2.1,2021-04-08T18:31:59.671Z
606f4c1511858f001584c99f,/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,11.2.1,2021-04-08T18:31:49.857Z
606f2e9711858f001584c882,/blog/make-your-terminal-nicer/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,11.2.3,2021-04-08T16:25:59.344Z
606f1bbaf3470a001509a41b,/blog/setting-up-a-project/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T15:05:30.734Z
606f18a0f3470a001509a3cd,/cv/,Safari,14.0.3,WebKit,605.1.15,Mac OS,10.15.6,2021-04-08T14:52:16.951Z
606f189df3470a001509a3cc,/,Safari,14.0.3,WebKit,605.1.15,Mac OS,10.15.6,2021-04-08T14:52:13.917Z
606f1890f3470a001509a3cb,/cv/,Safari,14.0.3,WebKit,605.1.15,Mac OS,10.15.6,2021-04-08T14:52:00.521Z
606f187ef3470a001509a3ca,/blog/,Safari,14.0.3,WebKit,605.1.15,Mac OS,10.15.6,2021-04-08T14:51:42.318Z
606f1877f3470a001509a3c9,/,Safari,14.0.3,WebKit,605.1.15,Mac OS,10.15.6,2021-04-08T14:51:35.396Z
606f0747f3470a001509a2fd,/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:38:15.398Z
606f0746f3470a001509a2fc,/cv/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:38:14.510Z
606f0745f3470a001509a2fb,/blog/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:38:13.551Z
606f0742f3470a001509a2fa,/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:38:10.438Z
606f0741f3470a001509a2f9,/blog/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:38:09.512Z
606f069cf3470a001509a2f8,/cv/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:35:24.059Z
606f05abf3470a001509a2eb,/blog/redux-intro/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:31:23.831Z
606f05a1f3470a001509a2ea,/blog/stop-exporting-things/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:31:13.836Z
606f059df3470a001509a2e9,/blog/conditional-object-properties/,Chrome,89.0.4389.114,Blink,89.0.4389.114,Mac OS,10.14.6,2021-04-08T13:31:09.038Z
