id,url,browser,browser_version,engine,engine_version,os,os_version,created
5fd166dfff03c70017cad290,/,Chrome,86.0.4240.0,Blink,86.0.4240.0,Linux,x86_64,2020-12-10T00:07:59.691Z
5fd12080ff03c70017cacec7,/blog/responsive-css-for-beginners/,Chrome,87.0.4280.88,Blink,87.0.4280.88,Windows,10,2020-12-09T19:07:44.216Z
5fd10127bdbb730017969c37,/blog/responsive-css-for-beginners/,Chrome,87.0.4280.88,Blink,87.0.4280.88,Windows,10,2020-12-09T16:53:59.327Z
5fd1005dbdbb730017969c36,/blog/responsive-css-for-beginners/,Edge,87.0.664.57,Blink,87.0.4280.88,Windows,10,2020-12-09T16:50:37.630Z
5fd0fa59bdbb730017969be5,/,Chrome,86.0.4240.198,Blink,86.0.4240.198,Windows,10,2020-12-09T16:24:57.397Z
5fd0e57cbdbb730017969a75,/blog/responsive-css-for-beginners/,Chrome,86.0.4240.183,Blink,86.0.4240.183,Mac OS,10.15.7,2020-12-09T14:55:56.782Z
5fd0dd4dbdbb7300179699c8,/blog/flicker-avatar-animation/,Chrome,87.0.4280.88,Blink,87.0.4280.88,Windows,10,2020-12-09T14:21:01.181Z
5fd0c691bdbb73001796980b,/blog/responsive-css-for-beginners/,Chrome,87.0.4280.88,Blink,87.0.4280.88,Windows,10,2020-12-09T12:44:01.597Z
5fd0b018bdbb7300179695e7,/,Chrome,76.0.3809.71,Blink,76.0.3809.71,Windows,10,2020-12-09T11:08:08.412Z
5fd0b006bdbb7300179695e6,/,Chrome,76.0.3809.71,Blink,76.0.3809.71,Windows,10,2020-12-09T11:07:50.632Z
5fd09a6bbdbb730017969482,/blog/responsive-css-for-beginners/,Chrome,87.0.4280.88,Blink,87.0.4280.88,Windows,10,2020-12-09T09:35:39.720Z
5fd09276bdbb7300179693d7,/blog/responsive-css-for-beginners/,Edge,87.0.664.57,Blink,87.0.4280.88,Windows,10,2020-12-09T09:01:42.595Z
5fd09074bdbb7300179693b2,/blog/responsive-css-for-beginners/,Mobile Safari,14.0.1,WebKit,605.1.15,iOS,14.2,2020-12-09T08:53:08.372Z
5fd03713bdbb730017968e0e,/blog/diy-analytics-netlify-functions/,Safari,14.0,WebKit,605.1.15,Mac OS,10.15.6,2020-12-09T02:31:47.219Z
5fd033bfbdbb730017968d85,/,Chrome,86.0.4240.0,Blink,86.0.4240.0,Linux,x86_64,2020-12-09T02:17:35.257Z
5fd01563bdbb730017968bc9,/,Chrome,86.0.4240.0,Blink,86.0.4240.0,Linux,x86_64,2020-12-09T00:08:03.580Z
